Gene	GFP-1	GFP-2	GFP-3	GFP-4	GFP-5	GFP-6	GFP-7	GFP-8	GFP-9	GFP-10	GFP-11	GFP-12	HER2-1	HER2-2	HER2-3	HER2-5	HER2-6
TTC5	156.5330	127.8912	142.1801	137.0038	161.6267	125.9039	156.4039	167.5978	158.0838	168.5824	168.5824	167.9749	154.0084	190.0826	167.5552	192.1397	156.2500
CACNA1G	1.2937	1.3605	0.0000	1.2804	0.0000	0.0000	2.4631	1.3966	1.1976	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RPL5	8335.0582	7976.8707	7824.6445	8198.4635	8950.9906	8308.0231	7434.7291	8234.6369	7791.6168	7707.4190	7707.4190	8211.7425	8781.6456	17404.9587	8148.2610	17139.7380	8092.2619
TAZ	212.1604	227.2109	191.1532	211.2676	236.7049	219.1055	230.2956	243.0168	264.6707	268.8959	268.8959	0.0000	219.4093	272.7273	217.3140	131.0044	238.0952
HLA-DQB2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2315	1.3966	2.3952	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
KTELC1	804.6572	888.4354	794.6288	802.8169	715.3285	748.8830	878.0788	998.6034	932.9341	831.7659	831.7659	759.8116	815.4008	404.9587	750.4443	458.5153	690.4762
C10orf125	16.8176	28.5714	26.8562	26.8886	27.1116	29.4321	32.0197	25.1397	27.5449	32.0446	32.0446	25.1177	18.9873	16.5289	27.4181	30.5677	25.2976
ST3GAL4	536.8693	517.0068	511.8483	453.2650	572.4713	541.2233	524.6305	576.8156	540.1198	590.7349	590.7349	459.9686	647.6793	851.2397	663.1125	995.6332	696.4286
ITFG2	141.0091	161.9048	109.0047	144.6863	167.8832	150.4306	147.7833	122.9050	174.8503	161.6162	161.6162	117.7394	176.1603	148.7603	128.9667	104.8035	187.5000
LOC162632	79.4696	70.0272	71.9431	79.0269	75.1825	92.4167	59.6675	78.2263	104.7066	73.6607	73.6607	46.9231	71.4873	94.7107	45.4227	49.8253	41.6369
LILRB4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMC6	758.0854	801.3605	845.1817	781.0499	835.2450	807.7472	761.0837	745.8101	870.6587	890.2821	890.2821	747.2527	849.1561	1471.0744	961.6654	1340.6114	870.5357
OR7A5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
HMX3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ITGAX	0.0000	0.0000	1.5798	2.5608	1.0428	4.9053	0.0000	0.0000	2.3952	0.0000	0.0000	1.5699	0.0000	0.0000	0.0000	4.3668	0.0000
WNT2B	6.4683	4.0816	4.7393	3.8412	5.2138	6.5405	14.7783	1.3966	8.3832	5.5730	5.5730	1.5699	3.1646	0.0000	7.1084	0.0000	7.4405
NANOS2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AIG1	888.7451	972.7891	1028.4360	932.1383	910.3233	900.9488	1071.4286	998.6034	997.6048	1015.6740	1015.6740	926.2166	1159.2827	1049.5868	1004.3158	921.3974	965.7738
ELSPBP1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
GPR148	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PKP4	1442.4321	1502.0408	1394.9447	1389.2446	1363.9208	1301.5521	1618.2266	1499.9860	1596.4072	1503.3090	1503.3090	1486.6562	1468.3544	1173.5537	1470.4240	1401.7467	1540.1637
OR13C3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MDP1	33.8810	12.6803	51.8641	32.9577	45.6726	40.0276	41.8596	38.6453	29.7365	49.8363	49.8363	31.6327	54.1245	49.5868	37.6847	43.6681	18.5119
BCO2	84.0880	114.2857	115.3239	83.2266	95.9333	89.9314	125.6158	129.8883	91.0180	96.1338	96.1338	98.9011	90.7173	82.6446	75.1460	87.3362	89.2857
ST6GALNAC1	3.8810	2.7211	6.3191	5.1216	8.3420	4.9053	1.2315	1.3966	1.1976	0.0000	0.0000	1.5699	2.1097	16.5289	2.0310	8.7336	4.4643
SAP30L	421.7335	405.4422	421.8009	431.4981	489.0511	457.8324	422.4138	381.2849	417.9641	398.4674	398.4674	398.7441	377.6371	132.2314	417.3648	144.1048	370.5357
WDR4	283.3118	250.3401	246.4455	257.3624	252.3462	212.5650	310.3448	270.9497	264.6707	309.2999	309.2999	254.3171	252.1097	347.1074	229.4999	301.3100	282.7381
ANO1	1944.3726	2357.8231	2044.2338	1992.3175	1538.0605	1592.6027	2673.6453	2455.3073	2819.1617	2911.8774	2911.8774	2291.9937	3811.1814	3495.8678	3259.7106	3615.7205	3130.9524
STX11	28.4605	20.4082	22.1169	14.0845	31.2826	31.0672	12.3153	19.5531	23.9521	18.1122	18.1122	17.2684	13.7131	0.0000	12.1858	4.3668	16.3690
NFKB2	878.3959	1004.0816	796.2085	825.8643	845.6726	802.8418	1006.1576	889.6648	992.8144	1118.7739	1118.7739	902.6688	1065.4008	1917.3554	1006.3468	2004.3668	1058.0357
RHOJ	144.8900	244.8980	134.2812	176.6965	145.9854	137.3497	237.6847	199.7207	264.6707	225.7053	225.7053	182.1036	275.3165	74.3802	229.4999	126.6376	312.5000
STX6	1812.2768	1655.4014	1617.6935	1707.9129	1873.3889	1833.0302	1811.1207	1661.3547	1610.7305	1519.7910	1519.7910	1653.1397	1698.8397	801.6529	1754.8718	825.3275	1625.0000
PCDHA13	2.5873	3.7687	12.2749	28.1690	7.6955	19.3434	5.7020	16.1173	13.8084	12.2466	12.2466	12.8885	15.3692	12.6446	20.8175	5.6769	1.4881
ETFB	605.4334	519.7279	541.8641	549.2958	681.9604	567.3852	509.8522	480.4469	475.4491	539.1850	539.1850	577.7080	563.2911	702.4793	561.5638	659.3886	593.7500
SRPK3	6.7788	8.3401	5.6872	8.7964	6.9135	5.9845	10.7020	4.6369	8.0599	6.0885	6.0885	0.0000	12.0148	0.0000	15.7807	0.0000	14.5387
KIAA1826	548.5123	661.2245	546.6035	531.3700	523.4619	516.6966	683.4975	621.5084	638.3234	633.9255	633.9255	563.5793	636.0759	41.3223	540.2386	69.8690	577.3810
CRISP3	0.0000	0.0000	1.5798	1.2804	1.0428	1.6351	0.0000	1.3966	0.0000	0.0000	0.0000	0.0000	1.0549	0.0000	0.0000	0.0000	1.4881
CST9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AEBP2	610.6080	612.2449	619.2733	642.7657	591.2409	629.5196	578.8177	617.3184	598.8024	529.4323	529.4323	574.5683	585.4430	305.7851	550.3935	419.2140	519.3452
SYNPR	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1976	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RAB40AL	0.0000	0.0000	0.0000	0.0000	2.0855	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.4881
NOMO2	2809.4179	3665.9456	3429.3681	3807.0294	2551.1262	2325.5107	2957.0074	3792.2067	3207.0299	4990.1637	4990.1637	3444.4270	5020.0105	2451.3223	4221.7619	3024.1485	4074.1815
RPP14	703.7516	704.7619	641.3902	654.2894	661.1053	603.3577	684.7291	663.4078	685.0299	601.8809	601.8809	664.0502	575.9494	305.7851	574.7652	406.1135	549.1071
MORC4	432.0828	484.3537	415.4818	409.7311	431.6997	480.7240	464.2857	500.0000	450.2994	463.9498	463.9498	0.0000	398.7342	421.4876	392.9931	371.1790	410.7143
CDO1	6.4683	2.7211	3.1596	2.5608	7.2993	6.5405	0.0000	2.7933	1.1976	5.5730	5.5730	0.0000	2.1097	0.0000	3.0465	0.0000	2.9762
PRKDC	6589.9094	8065.3061	8458.1359	8028.1690	6416.0584	6375.3163	9173.6453	9208.1006	9210.7784	9444.7928	9444.7928	0.0000	9306.9620	11702.4793	8109.6725	11414.8472	7386.9048
SPATA4	0.0000	4.0816	0.0000	1.2804	0.0000	0.0000	0.0000	0.0000	1.1976	4.1797	4.1797	0.0000	0.0000	0.0000	0.0000	0.0000	2.9762
TERF2IP	1024.5796	1151.0204	1085.3081	1051.2164	1091.7623	1088.9871	1033.2512	1075.4190	1057.4850	1135.4929	1135.4929	1116.1695	1135.0211	553.7190	1056.1056	502.1834	1032.7381
CPS1	922.3803	1092.5170	960.5055	898.8476	809.1762	878.0572	1097.2906	1064.2458	1091.0180	986.4159	986.4159	893.2496	1025.3165	1371.9008	977.9132	1318.7773	919.6429
SLC13A3	53.0401	73.4694	50.5529	43.5339	66.7362	58.8642	71.4286	62.8492	70.6587	71.0554	71.0554	54.9451	54.8523	49.5868	72.0995	74.2358	72.9167
SSX7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MRPL16	380.3364	439.4558	377.5671	362.3560	380.6048	384.2522	403.9409	413.4078	449.1018	377.5688	377.5688	405.0235	412.4473	206.6116	400.1015	262.0087	470.2381
GAGE1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TPH1	3.8810	6.8027	4.7393	3.8412	1.0428	4.9053	8.6207	2.7933	2.3952	4.1797	4.1797	1.5699	6.3291	0.0000	5.0774	13.1004	5.9524
TNFSF18	2.5873	0.0000	0.0000	0.0000	0.0000	0.0000	1.2315	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
NANOS1	135.8344	146.9388	170.6161	128.0410	142.8571	171.6872	150.2463	159.2179	152.0958	181.1216	181.1216	163.2653	185.6540	8.2645	160.4468	8.7336	130.9524
BNIP3	1152.6520	1129.2517	1020.5371	1275.2881	1218.9781	1165.8375	1000.0000	1114.5251	1055.0898	858.2375	858.2375	1359.4976	1332.2785	1099.1736	1302.8687	1292.5764	1434.5238
ERN2	0.0000	0.0000	0.0000	1.2804	1.0428	0.0000	1.2315	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.4881
PRDM10	328.5899	378.2313	417.0616	375.1601	387.9041	367.9010	384.2241	370.1117	394.0120	353.8837	353.8837	334.3799	434.5992	272.7273	414.3184	270.7424	413.6905
NLRP13	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SLC45A2	0.0000	0.0000	0.0000	2.5608	3.1283	3.2702	0.0000	0.0000	2.3952	0.0000	0.0000	0.0000	1.0549	0.0000	1.0155	0.0000	0.0000
GSTT2	25.8732	28.5714	28.4360	32.0102	29.1971	13.0809	28.3251	39.1061	44.3114	25.0784	25.0784	14.1287	21.0970	24.7934	31.4801	26.2009	22.3214
NOL8	927.5550	1077.5510	963.6651	975.6722	971.8457	923.8404	1067.7340	1110.3352	1110.1796	944.6186	944.6186	0.0000	1037.9747	958.6777	955.5725	925.7642	875.0000
TGFBR3	23.2859	23.1293	17.3776	21.7670	32.3253	21.2565	14.7783	30.7263	23.9521	26.4716	26.4716	21.9780	14.7679	16.5289	17.2633	8.7336	8.9286
IDI2	40.1035	46.2585	34.7551	38.4123	51.0949	47.4184	33.2512	37.7095	50.2994	55.7297	55.7297	32.9670	50.6329	0.0000	39.6040	0.0000	40.1786
TDRD12	0.0000	2.7211	1.5798	2.5608	2.0855	0.0000	3.6946	1.3966	2.3952	1.3932	1.3932	0.0000	1.0549	0.0000	0.0000	0.0000	1.4881
C20orf195	2.5873	5.4422	1.5798	11.5237	9.3848	4.9053	12.3153	2.7933	3.5928	8.3595	8.3595	1.5699	5.2743	0.0000	10.1549	0.0000	4.4643
CYP4Z1	3.8810	1.3605	0.0000	0.0000	0.0000	0.0000	1.2315	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
WDFY2	755.4981	850.3401	726.6983	838.6684	852.9718	786.4907	811.5764	805.8659	773.6527	778.8227	778.8227	755.1020	741.5612	710.7438	754.5062	812.2271	819.9405
KRTAP4-1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LOC100132707	28.9392	47.9728	56.1137	42.3560	35.2033	20.1610	46.5025	36.7458	53.3533	32.5044	32.5044	55.2119	36.2342	16.5289	31.4496	26.2009	30.3423
SLC22A15	633.8939	682.9932	703.0016	741.3572	650.6778	675.3028	698.2759	717.8771	759.2814	650.6444	650.6444	543.1711	683.5443	280.9917	580.8581	292.5764	641.3690
FAM46C	16.8176	17.6871	11.0585	17.9257	25.0261	16.3512	18.4729	18.1564	13.1737	16.7189	16.7189	18.8383	10.5485	0.0000	19.2942	0.0000	13.3929
MIDN	1138.4217	1044.8980	1274.8815	1321.3828	1329.5099	1340.7949	1064.0394	1110.3352	1108.9820	1199.5820	1199.5820	1155.4160	1220.4641	380.1653	1483.6253	563.3188	1333.3333
SLC9A2	16.8176	25.8503	28.4360	23.0474	15.6413	19.6214	18.4729	16.7598	19.1617	12.5392	12.5392	21.9780	34.8101	8.2645	30.4646	17.4672	16.3690
GPIHBP1	0.0000	0.0000	0.0000	1.2804	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LIG3	363.5188	390.4762	363.3491	431.4981	434.8279	362.9957	395.3202	467.8771	437.1257	409.6134	409.6134	419.1523	391.3502	471.0744	369.6370	467.2489	394.3452
UBL4A	717.9819	685.7143	715.6398	763.1242	746.6111	712.9105	741.3793	631.2849	680.2395	642.2849	642.2849	0.0000	630.8017	99.1736	723.0261	161.5721	732.1429
SUMO1P1	0.0000	0.0000	0.0000	0.0000	0.0000	1.6351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LOC283392	50.9832	48.8163	45.3239	32.0999	33.5766	36.8228	40.8374	54.0922	68.2754	65.7611	65.7611	30.8948	64.4620	16.5289	55.8010	13.1004	65.7589
MEST	1025.8732	1127.8912	930.4897	998.7196	963.5036	910.7595	1121.9212	1100.5587	1102.9940	1068.6172	1068.6172	1133.4380	1136.0759	1495.8678	1150.5458	1820.9607	1181.5476
IQGAP2	0.0000	1.3605	3.1596	5.1216	2.0855	0.0000	1.2315	5.5866	2.3952	2.7865	2.7865	3.1397	5.2743	0.0000	3.0465	0.0000	0.0000
SLC29A1	2347.9948	2546.9388	2639.8104	2375.1601	2213.7643	2019.3679	2729.0640	2493.0168	2704.1916	2828.2828	2828.2828	2248.0377	2854.4304	3553.7190	2731.6578	3406.1135	2620.5357
SNORD116-22	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
HSD3B2	0.0000	0.0000	0.0000	0.0000	0.0000	1.6351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SMARCAL1	587.3221	563.2653	565.5608	582.5864	544.3170	501.9805	612.0690	558.6592	570.0599	572.6228	572.6228	568.2889	586.4979	628.0992	546.3316	646.2882	653.2738
ASB7	423.0272	429.9320	428.1201	413.5723	465.0678	412.0492	460.5911	467.8771	443.1138	436.0850	436.0850	483.5165	424.0506	107.4380	440.7210	69.8690	425.5952
KLHL29	380.3364	391.8367	344.3918	370.0384	358.7070	318.8476	464.2857	374.3017	475.4491	458.3769	458.3769	386.1852	362.8692	157.0248	369.6370	183.4061	419.6429
MYL7	15.5239	31.2925	17.3776	34.5711	18.7696	27.7970	39.4089	26.5363	35.9281	41.7973	41.7973	28.2575	35.8650	107.4380	39.6040	113.5371	47.6190
SCHIP1	270.3752	355.1020	293.8389	312.4200	250.2607	258.3483	411.3300	349.1620	397.6048	456.9836	456.9836	335.9498	386.0759	520.6612	347.2963	401.7467	355.6548
PLA2G5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ZNF789	40.1035	42.1769	52.1327	37.1319	44.8384	50.6886	46.7980	61.4525	69.4611	44.5838	44.5838	36.1068	59.0717	8.2645	54.8363	17.4672	28.2738
ZNF236	327.2962	292.5170	314.3760	279.1293	325.3389	297.5911	321.4286	279.3296	295.8084	275.8621	275.8621	298.2732	316.4557	173.5537	309.7233	218.3406	306.5476
SSB	1937.3092	2177.7959	2011.7220	1953.1626	1859.0928	1903.6835	2064.7044	2218.6034	2190.5030	2120.9613	2120.9613	2098.2418	2402.9852	4156.9421	2182.8687	3820.5240	2109.4792
DIRAS3	174.6442	156.4626	206.9510	190.7810	196.0375	209.2948	134.2365	175.9777	160.4790	128.1783	128.1783	169.5447	310.1266	24.7934	302.6149	21.8341	306.5476
TBRG1	807.2316	788.9660	785.6872	816.3636	816.4234	721.4294	844.3473	830.8520	882.5030	799.9861	799.9861	730.3925	734.0190	396.6942	672.1909	441.0480	701.8750
ANKRD42	304.0103	356.4626	312.7962	284.2510	307.6121	274.6994	358.3744	331.0056	355.6886	359.4566	359.4566	298.2732	316.4557	239.6694	279.2587	275.1092	305.0595
FMO4	124.1915	122.4490	159.5577	148.5275	123.0448	152.0658	98.5222	114.5251	130.5389	98.9202	98.9202	95.7614	106.5401	66.1157	95.4557	100.4367	87.7976
NAGK	989.6507	817.6871	1012.6382	937.2599	1216.8926	1066.0955	810.3448	824.0223	882.6347	784.3957	784.3957	817.8964	908.2278	1338.8430	900.7362	1432.3144	892.8571
RXRG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2315	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.4881
PDK2	203.1048	146.9388	178.5150	201.0243	253.3889	210.9299	134.2365	108.9385	130.5389	137.9310	137.9310	136.5777	120.2532	140.4959	148.2610	126.6376	102.6786
PTPRT	2.5873	1.3605	0.0000	1.2804	0.0000	0.0000	0.0000	0.0000	0.0000	5.5730	5.5730	0.0000	3.1646	0.0000	3.0465	0.0000	0.0000
CCL26	0.0000	9.5238	1.5798	2.5608	4.1710	4.9053	3.6946	11.1732	5.9880	8.3595	8.3595	6.2794	1.0549	0.0000	1.0155	4.3668	1.4881
GPA33	0.0000	0.0000	1.5798	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0155	0.0000	0.0000
PHOX2B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VKORC1	518.7581	563.2653	477.0932	441.7414	548.4880	533.0477	471.6749	431.5642	480.2395	465.3431	465.3431	527.4725	468.3544	201.9008	591.0129	306.9869	656.2500
KIF19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C8orf83	293.6611	312.9252	251.1848	279.1293	329.5099	333.5636	272.1675	255.5866	252.6946	227.0986	227.0986	0.0000	367.0886	107.4380	329.0175	65.5022	349.7024
YEATS2	2152.1992	2302.9796	2239.9052	2118.7836	2193.8582	2002.9187	2184.4704	2186.6760	2307.4850	2117.4643	2117.4643	2062.5903	2303.1857	2223.1405	2237.6644	2436.6812	2163.4821
MESP1	1.2937	0.0000	1.5798	3.8412	4.1710	6.5405	0.0000	1.3966	1.1976	2.7865	2.7865	3.1397	3.1646	0.0000	5.0774	0.0000	2.9762
CNTNAP1	115.1358	155.1020	154.8183	165.1729	93.8478	86.6611	181.0345	150.8380	150.8982	150.4702	150.4702	108.3203	126.5823	123.9669	123.8893	131.0044	119.0476
C1orf156	63.3894	78.9116	83.7283	61.4597	78.2065	70.3100	87.4384	131.2849	85.0299	79.4148	79.4148	67.5039	89.6624	16.5289	89.3628	4.3668	89.2857
PNO1	522.6391	512.9252	510.2686	554.4174	532.8467	492.1698	619.4581	618.7151	543.7126	624.1728	624.1728	599.6860	514.7679	611.5702	499.6192	563.3188	529.7619
TIGD3	1.2937	2.7211	0.0000	5.1216	5.2138	1.6351	3.6946	0.0000	1.1976	4.1797	4.1797	4.7096	1.0549	0.0000	0.0000	0.0000	1.4881
C3orf27	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ZKSCAN4	111.2549	142.0544	99.4155	98.3611	122.3879	110.3376	97.9557	101.2011	124.5509	106.8199	106.8199	78.4929	119.7257	16.5289	71.1247	39.3013	88.5268
ZFYVE27	926.2613	1031.2925	977.8831	882.2023	859.2284	848.6251	992.6108	1069.8324	1083.8323	1071.4037	1071.4037	863.4223	1048.5232	619.8347	1023.6101	585.1528	934.5238
ITGA11	2.5873	2.7211	4.7393	2.5608	6.2565	1.6351	6.1576	0.0000	4.7904	1.3932	1.3932	4.7096	3.1646	16.5289	2.0310	0.0000	1.4881
SDCCAG8	280.7245	269.3878	355.4502	275.2881	329.5099	282.8750	326.3547	314.2458	340.1198	300.9404	300.9404	277.8650	336.4979	545.4545	352.3737	545.8515	354.1667
MYSM1	457.9560	491.1565	439.1785	513.4443	416.0584	361.3606	525.8621	512.5698	537.7246	422.1526	422.1526	329.6703	504.2194	669.4215	408.2254	515.2838	404.7619
ZNF286A	562.1604	564.8027	511.5324	492.6761	517.1950	530.0882	563.0665	563.0726	553.6886	536.4821	536.4821	534.2700	510.9494	208.3471	509.3780	238.5153	453.9881
LOC284688	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PAPL	111.2549	89.7959	99.5261	113.9565	99.0615	91.5665	105.9113	108.9385	116.1677	97.5270	97.5270	100.4710	124.4726	181.8182	147.2455	117.9039	111.6071
BCL8	12.9366	14.9660	4.7393	10.2433	5.2138	9.8107	19.7044	16.7598	11.9760	15.3257	15.3257	9.4192	8.4388	0.0000	6.0929	4.3668	4.4643
CHCHD6	128.0724	138.7755	137.4408	119.0781	149.1137	107.9176	161.3300	141.0615	137.7246	132.3581	132.3581	136.5777	139.2405	223.1405	134.0442	288.2096	165.1786
THBS2	1151.3583	1491.1565	1401.2638	1336.7478	921.7935	912.3946	1976.6010	1923.1844	1910.1796	2312.7830	2312.7830	1359.4976	2311.1814	1776.8595	1910.1295	1650.6550	1684.5238
PTBP1	4041.3972	4170.0680	4148.4992	4499.3598	4328.4672	4151.5589	4110.8374	4431.5642	4288.6228	4541.9714	4541.9714	4480.3768	4344.9367	3785.1240	4821.5283	4580.7860	5153.2738
C8orf39	6.4683	5.4422	3.1596	3.8412	4.1710	4.9053	7.3892	9.7765	5.9880	11.1459	11.1459	0.0000	4.2194	0.0000	3.0465	0.0000	2.9762
C19orf40	19.4049	10.8844	9.4787	12.8041	11.4703	11.4458	12.3153	12.5698	8.3832	16.7189	16.7189	15.6986	7.3840	16.5289	12.1858	30.5677	7.4405
IL4R	4043.9845	4092.5170	3845.1817	3711.9078	3648.5923	3463.1751	4279.5567	3891.0615	4249.1018	4257.7499	4257.7499	3755.1020	4504.2194	1851.2397	4284.3361	1886.4629	4276.7857
LRTOMT	47.8008	30.7619	39.6367	39.8720	51.3347	46.7153	55.0493	54.8743	46.5509	48.8889	48.8889	33.9089	52.4367	24.7934	45.0774	13.1004	50.4315
SPEF2	27.1669	29.9320	20.5371	30.7298	18.7696	19.6214	23.3990	19.5531	28.7425	13.9324	13.9324	21.9780	23.2068	16.5289	19.2942	26.2009	19.3452
SORD	712.8072	714.2857	600.3160	641.4853	706.9864	634.4249	713.0542	752.7933	710.1796	703.5876	703.5876	722.1350	705.6962	438.0165	727.0881	537.1179	805.0595
IL5RA	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SLC5A12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PCP4L1	3.8810	1.3605	4.7393	1.2804	0.0000	3.2702	0.0000	2.7933	2.3952	2.7865	2.7865	1.5699	0.0000	0.0000	2.0310	0.0000	7.4405
TMSL3	9602.8461	7515.6463	8309.6367	8851.4725	11697.6017	10373.1743	7290.6404	7610.3352	7265.8683	7641.9366	7641.9366	3233.9089	9531.6456	6818.1818	9670.4747	8445.4148	9903.2738
LRFN2	0.0000	1.3605	0.0000	0.0000	0.0000	1.6351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0310	0.0000	1.4881
PLEKHA7	113.8422	99.3197	115.3239	94.7503	133.4724	145.5253	119.4581	122.9050	129.3413	114.2459	114.2459	92.6217	104.4304	123.9669	102.5641	69.8690	126.4881
RIPK2	829.2367	814.9660	679.3049	774.6479	766.4234	763.5991	913.7931	819.8324	832.3353	923.7200	923.7200	0.0000	920.8861	1041.3223	926.1234	1074.2358	936.0119
AQP4	0.0000	0.0000	1.5798	2.5608	0.0000	0.0000	0.0000	2.7933	0.0000	2.7865	2.7865	1.5699	0.0000	0.0000	0.0000	0.0000	1.4881
PYHIN1	5.1746	9.5238	1.5798	8.9629	4.1710	8.1756	1.2315	9.7765	3.5928	4.1797	4.1797	7.8493	3.1646	8.2645	1.0155	0.0000	1.4881
OSBPL5	368.6934	370.0680	406.0032	400.7682	412.9301	421.8599	346.0591	353.3520	421.5569	447.2309	447.2309	334.3799	385.0211	595.0413	420.4113	628.8210	443.4524
MRPS9	451.4877	510.2041	510.2686	434.0589	469.2388	431.6706	506.1576	516.7598	531.7365	521.0728	521.0728	496.0754	515.8228	842.9752	478.2940	860.2620	476.1905
DFFA	695.9897	646.2585	529.2259	600.5122	667.3618	516.6966	637.9310	536.3128	605.9880	663.1836	663.1836	587.1272	535.8650	628.0992	596.0904	650.6550	605.6548
C6orf59	3.8810	8.1633	7.8989	5.1216	7.2993	11.4458	7.3892	8.3799	9.5808	12.5392	12.5392	1.5699	8.4388	0.0000	5.0774	0.0000	13.3929
POLR1B	1141.0091	1370.0680	1126.3823	1152.3688	1059.4369	979.4343	1408.8670	1416.2011	1364.0719	1382.0968	1382.0968	1310.8320	1194.0928	776.8595	1135.3135	838.4279	1096.7262
PRAMEF18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
