Gene	GFP-1	GFP-2	GFP-3	GFP-4	GFP-5	GFP-6	GFP-7	GFP-8	GFP-9	GFP-10	GFP-11	GFP-12	HER2-1	HER2-2	HER2-3	HER2-5	HER2-6
HSPA12A	174.6442	167.3469	129.5419	125.4802	177.2680	138.9848	183.4975	198.3240	184.4311	193.6607	193.6607	186.8132	193.0380	57.8512	192.9424	69.8690	208.3333
PLXDC1	23.2859	13.6054	31.5956	12.8041	20.6048	31.0672	20.9360	15.3631	19.1617	22.2919	22.2919	12.5589	37.4262	49.5868	35.5420	17.4672	28.2738
HCG18	463.8939	458.5850	444.2970	485.6466	468.3316	362.4725	551.7488	480.7542	518.3473	478.3420	478.3420	407.3312	475.7278	165.2893	497.0094	135.3712	502.8125
SNORD34	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FKBP6	0.0000	0.0000	0.0000	1.3956	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
DNAH14	72.4450	103.4014	102.6856	88.3483	69.8644	88.2963	97.2906	100.5587	99.4012	101.7067	101.7067	61.2245	99.1561	140.4959	74.1305	152.8384	113.0952
SOX9	4006.4683	4073.4694	4142.1801	3854.0333	3586.0271	3970.0610	3998.7685	3998.6034	4446.7066	4695.2281	4695.2281	3979.5918	4809.0717	520.6612	4573.7497	589.5197	4492.5595
C9orf23	153.9457	186.3946	143.7599	157.4904	174.1397	158.6062	177.3399	171.7877	221.5569	225.7053	225.7053	0.0000	135.0211	16.5289	184.8185	0.0000	186.0119
CCL27	3.8810	1.3605	0.0000	2.5608	1.0428	1.6351	0.0000	1.3966	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
KIF5C	0.0000	4.0816	4.7393	1.2804	0.0000	1.6351	1.2315	1.3966	2.3952	1.3932	1.3932	0.0000	0.0000	0.0000	0.0000	0.0000	1.4881
RANGRF	169.0686	168.2993	202.7804	210.1793	235.5266	166.2913	227.1675	191.0475	202.9222	208.3316	208.3316	171.0832	189.7679	132.2314	186.2300	213.9738	202.6488
ELL2	6706.3389	6336.0544	6238.5466	6816.9014	6718.4567	6597.6920	6046.7980	6569.8324	6382.0359	5735.9805	5735.9805	6412.8728	6040.0844	3909.0909	5945.6715	4576.4192	5684.5238
TMEM30A	9540.7503	10092.5170	10208.5308	9573.6236	8504.6924	9055.2710	10141.6256	10185.7542	10235.9281	9568.7914	9568.7914	8981.1617	10777.4262	4495.8678	9432.8510	4358.0786	8632.4405
ST3GAL1	591.2031	613.6054	589.2575	564.6607	575.5996	546.1287	726.6010	622.9050	680.2395	638.1052	638.1052	0.0000	758.4388	330.5785	638.7408	231.4410	697.9167
TBC1D10C	0.0000	0.0000	0.0000	0.0000	2.0855	1.6351	1.2315	0.0000	0.0000	0.0000	0.0000	1.5699	0.0000	0.0000	0.0000	0.0000	1.4881
GDI2	4260.0259	4398.6395	4303.3175	4462.2279	4398.3316	4411.5423	4336.2069	4662.0112	4362.8743	4387.3215	4387.3215	4686.0283	5152.9536	5619.8347	4760.5991	6344.9782	4892.8571
FAM173B	272.9625	278.9116	252.7646	268.8860	247.1324	273.0643	354.6798	314.2458	267.0659	273.0756	273.0756	243.3281	240.5063	74.3802	226.4534	104.8035	218.7500
TBXAS1	9.0556	10.8844	14.2180	3.8412	10.4275	8.1756	11.0837	12.5698	8.3832	5.5730	5.5730	3.1397	10.5485	16.5289	17.2633	21.8341	8.9286
ZNF165	122.8978	118.3673	143.7599	140.8451	108.4463	124.2688	146.5517	156.4246	137.7246	107.2797	107.2797	109.8901	195.1477	33.0579	148.5859	52.4017	184.5238
NPFFR2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PHKB	1322.1216	1317.0068	1257.5039	1247.1191	1356.6215	1352.2407	1332.5123	1300.2793	1388.0240	1260.8847	1260.8847	1252.7473	1374.4726	1950.4132	1226.7073	2253.2751	1299.1071
FLYWCH2	134.5408	111.5646	159.5577	120.3585	142.8571	134.0795	149.0148	115.9218	150.8982	140.7175	140.7175	145.9969	123.4177	173.5537	150.2920	179.0393	168.1548
ZNF578	49.1591	59.2517	30.0158	34.5711	43.9625	55.5939	45.9483	42.2207	39.5210	47.7186	47.7186	42.3862	53.7975	74.3802	52.1147	57.7293	37.5298
RNF26	632.6003	693.8776	742.4961	702.9449	704.9009	621.3440	752.4631	705.3073	708.9820	745.3849	745.3849	686.0283	681.4346	24.7934	727.0881	0.0000	729.1667
HYALP1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3966	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ITGA8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C9orf173	1.2937	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.7933	1.1976	1.3932	1.3932	0.0000	1.0549	0.0000	1.0155	0.0000	1.4881
HLA-E	4833.3635	4689.6190	5277.1722	5133.7388	5079.2492	4758.6774	4659.3842	4499.5810	4699.8204	4630.4702	4630.4702	4456.3108	4361.7194	5194.7934	4485.0876	5114.8908	4316.7262
RFX1	173.3506	170.0680	186.4139	229.1933	214.8071	215.8353	158.8670	180.1676	184.4311	246.6040	246.6040	174.2543	172.9958	239.6694	202.0817	209.6070	180.0595
OR8B4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CWH43	890.0388	779.5918	979.4629	953.9052	907.1950	1008.8664	782.0197	892.4581	720.9581	657.6106	657.6106	740.9733	965.1899	1388.4298	871.2871	1209.6070	788.6905
CLEC2A	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SLC2A6	441.1384	643.5374	538.7046	521.1268	417.1011	389.1575	612.0690	642.4581	695.8084	879.1362	879.1362	0.0000	657.1730	603.3058	672.2518	772.9258	718.7500
RNF122	150.0647	141.4966	120.0632	125.4802	139.7289	155.3360	146.5517	110.3352	137.7246	156.0432	156.0432	0.0000	164.5570	33.0579	141.1526	69.8690	139.8810
CDC7	109.9612	141.4966	145.3397	128.0410	94.8905	120.9986	125.6158	152.2346	132.9341	150.4702	150.4702	117.7394	125.5274	82.6446	113.7345	56.7686	116.0714
SNORA38B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CNTNAP3	290.3622	368.3129	359.6682	337.5288	300.1356	302.6272	369.4581	349.8743	412.7305	382.4312	382.4312	0.0000	416.4979	399.2562	347.4486	376.5939	294.1518
BBS4	227.6843	272.1088	249.6051	235.5954	226.2774	181.4978	220.4433	256.9832	257.4850	229.8851	229.8851	232.3391	255.2743	247.9339	234.5773	222.7074	191.9643
DHX58	120.3105	95.2381	115.3239	108.8348	119.9166	98.1069	84.9754	82.4022	86.2275	94.7405	94.7405	56.5149	70.6751	90.9091	58.8982	69.8690	46.1310
ACP5	472.1863	519.7279	526.0664	537.7721	535.9750	515.0615	490.1478	506.9832	475.4491	469.5228	469.5228	463.1083	425.1055	239.6694	500.6347	292.5764	413.6905
CP	7.9819	8.5306	12.8436	6.7734	6.4338	3.2702	8.6207	8.3799	16.9701	12.9572	12.9572	10.9890	13.7131	0.0000	10.1549	8.7336	10.8482
NDFIP1	2241.9146	2156.4626	2372.8278	2307.2983	2392.0751	2524.6187	2160.0985	2315.6425	2130.5389	2061.9993	2061.9993	2156.9859	2579.1139	2280.9917	2511.2973	2506.5502	2172.6190
PGBD2	134.5408	137.4150	151.6588	115.2369	123.0448	111.1879	137.9310	143.8547	149.7006	118.4256	118.4256	94.1915	148.7342	24.7934	125.9203	17.4672	111.6071
C6orf170	150.0647	171.4286	202.2117	154.9296	159.5412	148.7955	152.7094	164.8045	165.2695	143.5040	143.5040	114.5997	180.3797	181.8182	126.9358	218.3406	110.1190
IL1RN	514.8771	265.3061	447.0774	435.3393	717.4140	636.0600	233.9901	298.8827	194.0120	199.2337	199.2337	389.3250	219.4093	173.5537	295.5065	152.8384	321.4286
TRUB2	375.1617	289.7959	334.9131	363.6364	362.8780	340.1041	311.5764	371.5084	317.3653	367.8161	367.8161	0.0000	319.6203	380.1653	350.3427	436.6812	351.1905
TAS2R20	7.7620	5.4422	9.4787	10.2433	4.1710	3.2702	4.9261	9.7765	4.7904	1.3932	1.3932	9.4192	8.4388	0.0000	12.1858	0.0000	7.4405
C11orf35	18.7451	22.1497	18.4834	23.0474	20.0521	30.5276	24.1872	17.7095	20.1677	20.8847	20.8847	29.8116	13.2489	41.3223	15.7502	34.9345	32.7381
KRTAP12-3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LOC400043	90.5563	96.5986	96.3665	87.0679	104.2753	103.0123	80.0493	81.0056	107.7844	115.6392	115.6392	100.4710	91.7722	33.0579	115.7654	39.3013	129.4643
CARD16	40.1423	40.0952	39.3523	34.9808	48.4150	45.4562	34.2241	33.3939	38.7305	52.3581	52.3581	39.1052	35.4958	16.5289	38.3448	56.7686	32.1429
CA10	3.8810	2.7211	1.5798	2.5608	1.0428	0.0000	1.2315	0.0000	1.1976	0.0000	0.0000	3.1397	3.1646	0.0000	1.0155	0.0000	8.9286
TEAD2	1077.6197	986.3946	916.2717	1011.5237	1152.2419	1038.2985	1019.7044	900.8380	988.0240	976.6632	976.6632	952.9042	894.5148	917.3554	992.1300	1074.2358	979.1667
FOXD4L6	0.0000	0.0000	0.1738	0.0000	0.0000	0.0000	0.0000	0.0000	5.2096	0.0000	0.0000	0.0000	1.5506	0.0000	1.0967	0.0000	0.0000
CCDC144A	19.6895	9.4694	19.4945	16.6069	9.1137	2.6162	13.6700	14.4693	3.4611	3.7339	3.7339	17.3940	13.6814	0.0000	9.2612	0.0000	14.1815
VIP	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
GFM1	1505.8215	1791.8367	1751.9747	1746.4789	1531.8040	1484.6851	1897.7833	1828.2123	1857.4850	1791.7102	1791.7102	1740.9733	1946.2025	2140.4959	1673.5212	2209.6070	1581.8452
TBP	291.0737	276.1905	229.0679	289.3726	294.0563	300.8613	284.4828	262.5698	300.5988	241.0310	241.0310	287.2841	246.8354	314.0496	257.9335	301.3100	299.1071
F9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
HMGB3L1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.3668	0.0000
APBB1	173.3506	182.3129	175.3555	193.3419	182.4818	188.0383	187.1921	181.5642	165.2695	178.3351	178.3351	194.6625	197.2574	272.7273	213.2521	196.5066	209.8214
CEP135	201.8111	206.8027	227.4882	226.6325	209.5933	199.4841	221.6749	236.0335	287.4251	227.0986	227.0986	185.2433	291.1392	239.6694	210.2056	283.8428	199.4048
CDH16	5.1746	0.0000	9.4787	8.9629	2.0855	6.5405	1.2315	6.9832	1.1976	0.0000	0.0000	1.5699	1.0549	0.0000	0.0000	0.0000	2.9762
C12orf4	382.9237	397.2789	382.3065	371.3188	358.7070	346.6445	380.5419	406.4246	408.3832	378.9620	378.9620	423.8619	378.6920	322.3140	353.3892	283.8428	351.1905
CDC42EP5	18.1113	21.7687	14.2180	23.0474	15.6413	16.3512	13.5468	15.3631	15.5689	27.8649	27.8649	14.1287	13.7131	24.7934	24.3717	30.5677	17.8571
GPR143	0.0000	2.7211	1.5798	1.2804	1.0428	0.0000	1.2315	0.0000	0.0000	0.0000	0.0000	0.0000	2.1097	0.0000	2.0310	4.3668	1.4881
HES6	27.1669	16.3265	25.2765	15.3649	22.9406	21.2565	17.2414	18.1564	20.3593	25.0784	25.0784	21.9780	22.1519	0.0000	22.3407	4.3668	25.2976
GTF2E2	540.7503	553.7415	595.5766	528.8092	615.2242	557.5745	535.7143	576.8156	550.8982	592.1282	592.1282	0.0000	544.3038	553.7190	540.2386	663.7555	546.1310
LZTR1	1408.7969	1448.7619	1390.2054	1513.4443	1363.9208	1398.0240	1528.8300	1467.5838	1638.3234	1681.6440	1681.6440	1316.1068	1373.4177	1504.1322	1482.6098	1432.3144	1599.7024
BCAT2	196.6365	201.3605	150.0790	184.3790	181.4390	148.7955	193.3498	168.9944	204.7904	229.8851	229.8851	166.4050	216.2447	264.4628	223.4070	296.9432	220.2381
CYMP	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
GON4L	1069.5860	1228.7619	1216.3191	1170.7682	1071.7831	991.6159	1284.8153	1239.9022	1361.6766	1180.9265	1180.9265	1067.8650	1171.8565	1048.5950	1077.7659	934.8908	1057.6042
CSPG5	9.0556	10.8844	14.2180	12.8041	11.4703	6.5405	11.0837	5.5866	3.5928	18.1122	18.1122	7.8493	7.3840	0.0000	7.1084	0.0000	8.9286
ACTG1	51860.2846	47446.2585	44865.7188	51033.2907	55556.8300	50857.0050	50050.4926	48902.2346	50170.0599	51565.3083	51565.3083	54450.5495	66993.6709	60991.7355	69605.4836	69375.5459	77397.3214
SDS	0.0000	0.0000	1.5798	1.2804	0.0000	1.6351	0.0000	2.7933	0.0000	0.0000	0.0000	0.0000	2.1097	0.0000	0.0000	0.0000	0.0000
C5orf27	10.3493	1.3605	7.8989	3.8412	5.2138	3.2702	1.2315	6.9832	2.3952	4.1797	4.1797	0.0000	3.1646	0.0000	10.1549	0.0000	1.4881
SLC7A3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LYPD6	47.8655	47.6190	36.3349	58.8988	62.5652	40.8779	73.8916	50.2793	46.7066	45.9770	45.9770	72.2135	45.3586	8.2645	50.7743	0.0000	35.7143
INSL3	0.0000	0.0000	1.5798	1.2804	1.0428	1.6351	1.2315	0.0000	0.0000	0.0000	0.0000	0.0000	1.0549	0.0000	0.0000	0.0000	1.4881
MSC	0.0000	2.7211	5.7188	2.5608	7.2993	6.6549	1.2315	0.0000	8.9940	9.7527	9.7527	0.0000	0.0000	0.0000	3.6862	0.0000	2.9762
SULT4A1	18.1113	14.9660	11.0585	16.6453	13.5558	19.6214	19.7044	27.9330	22.7545	4.1797	4.1797	18.8383	20.0422	24.7934	21.3252	13.1004	14.8810
TSTA3	1042.6908	965.9864	908.3728	865.5570	1072.9927	1007.2313	938.4236	885.4749	996.4072	980.8429	980.8429	0.0000	1003.1646	1495.8678	1071.3379	1799.1266	1156.2500
ANKRD2	7.7620	5.4422	11.0585	7.6825	12.5130	13.0809	16.0099	16.7598	15.5689	9.7527	9.7527	12.5589	5.2743	16.5289	6.0929	26.2009	10.4167
ZNF679	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ZBED1	1133.2471	1001.3605	1122.7014	1087.0679	1291.9708	1111.2901	1050.4926	1097.7654	1111.3772	1228.3664	1228.3664	0.0000	1087.5527	206.6116	1113.9883	222.7074	1038.6905
FAM63A	395.8603	302.0408	357.0300	341.8694	393.1178	415.3194	321.4286	296.0894	341.3174	363.6364	363.6364	287.2841	371.3080	223.1405	374.7144	257.6419	413.6905
HOOK2	706.3389	631.2925	740.9163	631.2420	729.9270	681.8433	698.2759	671.7877	786.8263	713.3403	713.3403	577.7080	649.7890	1041.3223	694.5925	1131.0044	677.0833
CXorf58	1.2937	0.0000	0.0000	0.0000	1.0428	1.6351	1.2315	0.0000	1.1976	0.0000	0.0000	0.0000	1.0549	0.0000	0.0000	0.0000	0.0000
SPAG6	0.0000	1.3605	3.1596	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5699	0.0000	0.0000	1.0155	0.0000	0.0000
ETF1	4087.9690	3970.0680	3406.0032	3868.1178	4027.1116	3696.9967	3927.3399	3826.8156	3838.3234	3552.7691	3552.7691	3973.3124	3542.1941	3330.5785	3502.4118	3720.5240	3529.7619
NANOS3	0.0000	0.0000	0.0000	5.1216	3.1283	0.0000	2.4631	2.7933	0.0000	0.0000	0.0000	0.0000	3.1646	0.0000	0.0000	0.0000	0.0000
ZC3H7B	2831.8241	2963.2653	2630.3318	2791.2932	2923.8790	2557.3210	3072.6601	2694.1341	3083.8323	3182.1665	3182.1665	2841.4443	2828.0591	1735.5372	2821.0206	2362.4454	2992.5595
FLJ46321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
CACNA1B	1.2937	1.3605	6.3191	1.2804	1.0428	1.6351	2.4631	1.3966	2.3952	0.0000	0.0000	0.0000	2.1097	0.0000	2.0310	0.0000	1.4881
SAA4	11.6429	16.3265	25.2765	11.5237	32.3253	14.7160	11.0837	20.9497	10.7784	8.3595	8.3595	10.9890	6.3291	0.0000	12.1858	4.3668	4.4643
DTX2	680.0129	656.4626	667.7093	605.7106	666.7049	530.1863	606.6749	630.0140	626.8623	645.8516	645.8516	609.7017	528.2911	495.8678	536.6743	506.6812	546.5179
SPAG11A	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FUS	2812.4191	3262.5850	2856.2401	3090.9091	3130.3441	2889.2495	3107.1429	3456.7039	3204.7904	3014.9774	3014.9774	2838.3046	3439.8734	5735.5372	2949.9873	5724.8908	3157.7381
ANKRD45	1.2937	4.0816	1.5798	0.0000	1.0428	0.0000	0.0000	1.3966	1.1976	1.3932	1.3932	1.5699	1.0549	0.0000	0.0000	0.0000	0.0000
C2orf14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PRSS16	115.1358	95.2381	93.2070	85.7875	113.6601	129.1741	86.2069	79.6089	89.8204	72.4486	72.4486	100.4710	87.5527	57.8512	115.7654	30.5677	105.6548
AURKB	76.3260	70.7483	69.5103	90.9091	58.3942	58.8642	88.6700	79.6089	95.8084	82.2013	82.2013	97.3312	110.7595	123.9669	92.4092	174.6725	101.1905
ALG13	252.2639	273.4694	273.3017	252.2407	232.5339	271.4292	269.7044	247.2067	301.7964	281.4350	281.4350	0.0000	305.9072	305.7851	271.1348	314.4105	236.6071
ADAP1	176.4036	133.1429	174.7709	182.2791	233.3055	179.8627	180.5172	174.3855	180.0958	214.5455	214.5455	148.2261	160.5907	173.5537	210.4189	347.2926	234.0923
TMEM209	720.5692	846.2585	769.3523	769.5262	722.6277	789.7609	791.8719	825.4190	756.8862	780.2160	780.2160	700.1570	842.8270	636.3636	828.6367	615.7205	654.7619
HSD11B1	12.9366	13.6054	7.8989	11.5237	8.3420	6.5405	14.7783	11.1732	11.9760	9.7527	9.7527	12.5589	13.7131	16.5289	9.1394	17.4672	17.8571
PRMT5	1415.2652	1608.1633	1334.9131	1453.2650	1445.2555	1399.6591	1594.8276	1625.6983	1544.9102	1627.3076	1627.3076	1623.2339	1586.4979	2520.6612	1560.8022	2799.1266	1672.6190
CCDC3	2260.0259	1353.7415	2218.0095	2006.4020	3032.3253	2768.2510	1097.2906	1148.0447	993.5449	876.3497	876.3497	1483.5165	813.2911	198.3471	1242.8840	157.2052	1035.7143
GNAS	8611.9017	7937.4150	7707.7409	7897.5672	8901.9812	8237.7131	8215.5172	7368.7151	7603.5928	7714.3852	7714.3852	8387.7551	7483.1224	10198.3471	8349.3272	12414.8472	8650.2976
LGALS8	871.9146	804.0816	812.0063	882.2023	921.7623	889.5030	754.9261	743.0168	762.8743	672.9223	672.9223	731.5542	732.0675	735.5372	797.0348	646.2882	776.7857
ZNF673	113.1048	137.4422	100.3633	102.6120	126.5485	129.2886	116.2808	108.9106	107.9281	117.9659	117.9659	0.0000	108.9768	33.0579	99.6801	61.1354	98.7946
OR4D2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SECISBP2L	1357.0505	1425.8503	1421.8009	1385.4033	1289.8853	1360.4163	1403.9409	1527.9330	1462.2754	1415.5347	1415.5347	1210.3611	1608.6498	793.3884	1469.4085	781.6594	1427.0833
ABP1	0.0000	1.3605	0.0000	1.2804	1.0428	1.6351	0.0000	1.3966	1.1976	0.0000	0.0000	1.5699	2.1097	0.0000	2.0310	0.0000	1.4881
ADH7	12.9366	6.8027	7.8989	12.8041	6.2565	8.1756	9.8522	13.9665	14.3713	12.5392	12.5392	15.6986	7.3840	0.0000	11.1703	17.4672	7.4405
CDH20	3.8810	0.0000	0.0000	0.0000	1.0428	1.6351	1.2315	0.0000	1.1976	1.3932	1.3932	1.5699	2.1097	0.0000	3.0465	0.0000	1.4881
B9D2	27.9560	28.5714	30.0158	55.0576	47.9666	35.9725	44.1872	25.1397	44.1557	44.5838	44.5838	43.9560	29.2616	41.3223	51.5359	13.1004	49.1071
SAA2	395.1100	288.3810	377.2512	409.6671	450.5214	359.1041	295.6527	425.9777	289.4850	237.7708	237.7708	326.1224	139.2300	206.6116	169.8198	248.9083	158.9732
SPINK13	0.0000	1.3605	0.0000	1.2804	0.0000	1.6351	0.0000	1.3966	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ZNF618	970.2458	1036.7347	864.1390	856.5941	807.0907	721.0860	1172.4138	976.2570	1037.1257	1074.1902	1074.1902	0.0000	878.6920	239.6694	940.3402	253.2751	946.4286
SNAR-G2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TXNDC6	3.8810	0.0000	3.1596	2.5608	2.0855	0.0000	6.1576	4.1899	8.3832	4.1797	4.1797	3.1397	2.1097	0.0000	2.0310	4.3668	2.9762
ANKRD52	2927.5550	3197.2789	2815.1659	3044.8143	2894.6820	2836.9258	3629.3103	3220.6704	3523.3533	3439.9164	3439.9164	2971.7425	3663.5021	2140.4959	3603.9604	2117.9039	3836.3095
OR2Y1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMLHE	213.4541	216.3265	222.7488	217.6697	231.4911	228.9162	220.4433	224.8603	209.5808	181.1216	181.1216	0.0000	209.9156	165.2893	201.0663	209.6070	218.7500
C8orf34	0.0000	1.3605	0.0000	1.2804	0.0000	0.0000	3.6946	4.1899	0.0000	0.0000	0.0000	0.0000	1.0549	0.0000	0.0000	0.0000	0.0000
ARF4	5027.1669	4982.3129	4169.0363	4627.4008	4997.9145	4664.9852	4634.2365	4502.7933	4674.2515	4543.3647	4543.3647	5354.7881	5362.8692	4504.1322	5283.5745	4834.0611	5636.9048
SYTL2	670.3881	596.9660	741.4850	691.5237	787.2367	716.2625	566.9951	638.0726	591.2216	561.1843	561.1843	522.0722	500.3586	247.9339	489.0988	296.9432	398.5417
BCAR3	1368.6417	1492.4218	1390.2054	1337.9129	1233.4724	1193.6345	1561.5025	1491.5922	1522.0000	1667.6837	1667.6837	1427.0016	2105.4536	1917.3554	1924.2854	1786.0262	1940.4018
OR1F1	1.2937	0.0000	0.0000	1.2804	2.0855	1.6351	3.6946	1.3966	0.0000	6.9662	6.9662	1.5699	0.0000	0.0000	0.0000	0.0000	2.9762
VTA1	1068.5640	1021.7687	1037.9147	1064.0205	1132.4296	1121.6894	963.0542	956.7039	989.2216	947.4051	947.4051	1078.4929	1105.4852	512.3967	1088.6012	860.2620	1031.2500
C16orf59	32.3415	43.5374	42.6540	47.3752	34.4108	31.0672	41.8719	34.9162	45.5090	50.1567	50.1567	36.1068	41.1392	33.0579	50.7743	21.8341	43.1548
EGFL6	75.0323	74.8299	66.3507	72.9834	75.0782	68.6749	59.1133	53.0726	63.4731	50.1567	50.1567	0.0000	45.3586	33.0579	50.7743	17.4672	41.6667
SPA17	75.0323	70.7483	93.2070	60.1793	80.2920	91.5665	64.0394	75.4190	56.2874	65.4824	65.4824	102.0408	87.5527	132.2314	77.1769	82.9694	71.4286
USP4	1213.4541	1163.2653	1164.2970	1097.3111	1222.1064	1295.0117	1179.8030	1163.4078	1161.6766	1156.3915	1156.3915	1153.8462	1164.5570	1595.0413	1135.3135	1589.5197	1212.7976
ZNF546	28.4605	20.4082	22.1169	23.0474	10.4275	21.2565	22.1675	23.7430	22.7545	32.0446	32.0446	17.2684	20.0422	8.2645	21.3252	0.0000	17.8571
PIP5KL1	36.2225	31.2925	39.4945	40.9731	42.7529	37.6077	29.5567	34.9162	47.9042	47.3703	47.3703	0.0000	29.5359	24.7934	45.6969	13.1004	56.5476
CSNK1A1L	1.2937	1.3605	0.0000	5.1216	0.0000	3.2702	2.4631	4.1899	1.1976	2.7865	2.7865	1.5699	0.0000	0.0000	3.0465	0.0000	2.9762
FAM63B	364.8124	308.8435	360.1896	394.3662	394.1606	379.3469	368.2266	410.6145	331.7365	367.8161	367.8161	329.6703	413.5021	157.0248	385.8847	213.9738	394.3452
PCDH20	1.2937	1.3605	0.0000	1.2804	0.0000	0.0000	1.2315	1.3966	0.0000	2.7865	2.7865	1.5699	2.1097	0.0000	0.0000	0.0000	1.4881
ERCC1	1569.3661	1379.5238	1322.1011	1503.8284	1596.7466	1435.5826	1369.8768	1378.4916	1406.0479	1370.8255	1370.8255	1540.2198	1336.5295	2181.8182	1488.1950	2598.2533	1593.9435
BTF3	5322.1216	4800.0000	4868.8784	5318.8220	5931.1783	5789.9449	4481.5271	4759.7765	4529.3413	4537.7917	4537.7917	5012.5589	4875.5274	10487.6033	4966.7428	10882.0961	4870.5357
LOC145474	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.4881
MCF2	33.6352	80.2721	77.4092	56.3380	36.4964	57.2291	73.8916	103.3520	83.8323	69.6621	69.6621	0.0000	109.7046	239.6694	73.1150	104.8035	77.3810
ANKHD1-EIF4EBP3	1056.8435	944.9388	1179.3681	639.1933	853.8686	875.8825	1051.0961	931.6061	1045.8323	777.0533	777.0533	410.8163	517.4051	308.4298	718.6189	816.7249	645.2679
DNAH17	30.9314	53.0612	56.8720	46.0948	38.2273	35.8090	54.0764	53.9665	58.3832	51.2713	51.2713	57.4568	36.6667	8.2645	41.0764	43.6681	40.8929
FAT3	225.0970	134.6939	227.4882	151.0883	290.9281	263.2536	124.3842	136.8715	162.8743	146.2905	146.2905	105.1805	171.9409	24.7934	160.4468	43.6681	135.4167
