	A1BG
TCGA-A2-A0YH-01A-11R-A109-07	2034.0
TCGA-CV-7100-01A-11R-2016-07	2034.0
TCGA-D8-A1XL-01A-11R-A14M-07	2034.0
TCGA-BH-A0EA-01A-11R-A115-07	2035.0
TCGA-CR-7369-01A-11R-2132-07	2035.0
TCGA-CW-5585-01A-01R-1541-07	2035.0
TCGA-DV-5567-01A-01R-1541-07	2035.0
TCGA-GM-A2DB-01A-31R-A18M-07	2035.0
TCGA-AN-A049-01A-21R-A00Z-07	2036.0
TCGA-CR-7390-01A-11R-2016-07	2036.0
TCGA-AB-2982-03B-01T-0748-13	2037.0
TCGA-B5-A1MU-01A-11R-A13S-07	2037.0
TCGA-A3-3349-01A-01R-1188-07	2038.0
TCGA-AW-A1PO-01A-12R-A157-07	2038.0
TCGA-BH-A0BJ-01A-11R-A056-07	2038.0
TCGA-A8-A08C-01A-11R-A00Z-07	2039.0
TCGA-CF-A27C-01A-11R-A16R-07	2040.0
TCGA-E2-A14P-01A-31R-A12D-07	2040.0
TCGA-14-1034-02B-01R-2005-01	2041.0
TCGA-AN-A0AL-01A-11R-A00Z-07	2041.0
TCGA-BH-A1EY-01A-11R-A13Q-07	2041.0
TCGA-55-8094-01A-11R-2241-07	2042.0
TCGA-CW-5584-01A-01R-1541-07	2042.0
TCGA-E2-A1LH-01A-11R-A14D-07	2042.0
TCGA-CV-7416-01A-11R-2081-07	2043.0
TCGA-B6-A0IH-01A-11R-A115-07	2045.0
TCGA-CJ-4885-01A-01R-1305-07	2045.0
TCGA-HD-7753-01A-11R-2081-07	2045.0
TCGA-EW-A1P4-01A-21R-A144-07	2046.0
TCGA-66-2778-01A-02R-0851-07	2047.0
TCGA-78-7539-01A-11R-2066-07	2047.0
TCGA-49-4494-01A-01R-1206-07	2049.0
TCGA-CR-7383-01A-11R-2132-07	2049.0
TCGA-CV-6960-01A-41R-2016-07	2049.0
TCGA-GD-A2C5-01A-12R-A180-07	2049.0
TCGA-BP-4166-01A-02R-1289-07	2051.0
TCGA-CV-5976-01A-11R-1686-07	2051.0
TCGA-75-7030-01A-11R-1949-07	2052.0
TCGA-B6-A0RM-01A-11R-A084-07	2052.0
TCGA-BG-A221-01A-21R-A157-07	2052.0
TCGA-B5-A0JZ-01A-11R-A040-07	2053.0
TCGA-B8-5550-01A-01R-1541-07	2053.0
TCGA-BH-A0WA-01A-11R-A109-07	2053.0
TCGA-CN-6024-01A-11R-1686-07	2053.0
TCGA-E2-A1IL-01A-11R-A14D-07	2053.0
TCGA-55-1596-01A-01R-0946-07	2054.0
TCGA-A1-A0SG-01A-11R-A144-07	2054.0
TCGA-BH-A0C0-01A-21R-A056-07	2054.0
TCGA-B0-5696-01A-11R-1541-07	2055.0
TCGA-CR-7372-01A-11R-2016-07	2055.0
TCGA-D8-A146-01A-31R-A115-07	2055.0
TCGA-AR-A0TP-01A-11R-A084-07	2056.0
TCGA-BH-A18T-01A-11R-A12D-07	2056.0
TCGA-H4-A2HO-01A-11R-A180-07	2056.0
TCGA-22-4601-01A-01R-1443-07	2057.0
TCGA-27-1831-01A-01R-1850-01	2057.0
TCGA-BP-4782-01A-02R-1420-07	2057.0
TCGA-DQ-5624-01A-01R-1873-07	2057.0
TCGA-CV-5978-01A-11R-1686-07	2058.0
TCGA-64-5774-01A-01R-1628-07	2059.0
TCGA-B6-A0RV-01A-11R-A084-07	2059.0
TCGA-FD-A3N6-01A-11R-A21D-07	2059.0
TCGA-50-6593-01A-11R-1755-07	2060.0
TCGA-A2-A0D2-01A-21R-A034-07	2060.0
TCGA-BH-A0DD-01A-31R-A12P-07	2060.0
TCGA-BH-A0DH-01A-11R-A084-07	2060.0
TCGA-CV-5435-01A-01R-1686-07	2060.0
TCGA-FD-A3NA-01A-11R-A21D-07	2060.0
TCGA-60-2720-01A-01R-0851-07	2061.0
TCGA-AB-2871-03A-01T-0735-13	2061.0
TCGA-BP-4170-01A-02R-1289-07	2061.0
TCGA-A3-3328-01A-01R-0864-07	2062.0
TCGA-AG-A032-01A-01R-A00A-07	2062.0
TCGA-44-5645-01A-01R-1628-07	2063.0
TCGA-BA-5153-01A-01R-1436-07	2063.0
TCGA-BH-A0EI-01A-11R-A115-07	2063.0
TCGA-C8-A135-01A-11R-A115-07	2063.0
TCGA-A8-A09M-01A-11R-A00Z-07	2064.0
TCGA-BH-A1F6-01A-11R-A13Q-07	2064.0
TCGA-CV-7253-01A-11R-2016-07	2065.0
TCGA-E9-A2JT-01A-22R-A18M-07	2065.0
TCGA-A2-A0T2-01A-11R-A084-07	2066.0
TCGA-A3-3329-01A-01R-0864-07	2066.0
TCGA-B8-5159-01A-01R-1420-07	2067.0
TCGA-CV-6954-01A-11R-1915-07	2067.0
TCGA-D8-A1XD-01A-11R-A14D-07	2068.0
TCGA-E2-A15L-01A-11R-A12D-07	2070.0
TCGA-12-5295-01A-01R-1849-01	2071.0
TCGA-AP-A1DK-01A-11R-A137-07	2071.0
TCGA-49-4486-01A-01R-1206-07	2072.0
TCGA-66-2794-01A-01R-1201-07	2072.0
TCGA-B0-4844-01A-01R-1277-07	2072.0
TCGA-B6-A0I8-01A-11R-A034-07	2072.0
TCGA-35-4123-01A-01R-1107-07	2073.0
TCGA-A2-A0T5-01A-21R-A084-07	2073.0
TCGA-A7-A0CH-01A-21R-A00Z-07	2073.0
TCGA-D8-A1XB-01A-11R-A14D-07	2073.0
TCGA-AR-A1AV-01A-21R-A12P-07	2074.0
TCGA-BP-4803-01A-01R-1305-07	2074.0
TCGA-BP-5190-01A-01R-1426-07	2074.0
TCGA-CV-5436-01A-01R-1514-07	2074.0
TCGA-BH-A0E7-01A-11R-A034-07	2075.0
TCGA-BP-4165-01A-02R-1289-07	2075.0
TCGA-E2-A15E-01A-11R-A12D-07	2075.0
TCGA-E2-A1IJ-01A-11R-A144-07	2075.0
TCGA-CV-7429-01A-11R-2132-07	2076.0
TCGA-AO-A03U-01B-21R-A10J-07	2079.0
TCGA-BP-4763-01A-01R-1289-07	2079.0
TCGA-A8-A0A6-01A-12R-A056-07	2080.0
TCGA-CJ-6033-01A-11R-1672-07	2080.0
TCGA-61-1907-01A-01R-1567-13	2081.0
TCGA-AB-2895-03A-01T-0735-13	2081.0
TCGA-AR-A1AN-01A-11R-A12P-07	2081.0
TCGA-BH-A0HU-01A-11R-A034-07	2081.0
TCGA-CR-7365-01A-11R-2016-07	2081.0
TCGA-A8-A093-01A-11R-A00Z-07	2082.0
TCGA-AB-2898-03A-01T-0735-13	2082.0
TCGA-AQ-A04L-01B-21R-A10J-07	2083.0
TCGA-CJ-6031-01A-11R-1672-07	2083.0
TCGA-B6-A0X1-01A-11R-A109-07	2084.0
TCGA-CW-5591-01A-01R-1541-07	2084.0
TCGA-55-6642-01A-11R-1858-07	2085.0
TCGA-B8-4619-01A-02R-1325-07	2085.0
TCGA-21-1078-01A-01R-0692-07	2086.0
TCGA-CJ-6027-01A-11R-1672-07	2086.0
TCGA-E9-A1NI-01A-11R-A14D-07	2086.0
TCGA-BP-4163-01A-02R-1325-07	2087.0
TCGA-05-4405-01A-21R-1858-07	2088.0
TCGA-38-4628-01A-01R-1206-07	2088.0
TCGA-CV-5970-01A-11R-1686-07	2088.0
TCGA-A3-3307-01A-01R-0864-07	2089.0
TCGA-CW-6093-01A-11R-1672-07	2089.0
TCGA-AB-2934-03A-01T-0740-13	2090.0
TCGA-AO-A12C-01A-11R-A10J-07	2090.0
TCGA-BH-A0HA-01A-11R-A12P-07	2090.0
TCGA-FI-A2EU-01A-11R-A17B-07	2090.0
TCGA-A8-A07S-01A-11R-A034-07	2092.0
TCGA-86-7701-01A-11R-2170-07	2093.0
TCGA-A2-A0SU-01A-11R-A084-07	2093.0
TCGA-E2-A15K-01A-11R-A12P-07	2093.0
TCGA-AK-3443-01A-02R-1325-07	2094.0
TCGA-CZ-5454-01A-01R-1503-07	2094.0
TCGA-EW-A1OW-01A-21R-A144-07	2094.0
TCGA-22-4613-01A-01R-1443-07	2095.0
TCGA-D8-A1XA-01A-11R-A14D-07	2095.0
TCGA-AB-3005-03A-01T-0736-13	2096.0
TCGA-DI-A1NO-01A-31R-A157-07	2096.0
TCGA-29-1688-01A-01R-1566-13	2097.0
TCGA-50-5055-01A-01R-1628-07	2098.0
TCGA-EW-A1OV-01A-11R-A144-07	2099.0
TCGA-44-6777-01A-11R-1858-07	2100.0
TCGA-AR-A1AP-01A-11R-A12P-07	2100.0
TCGA-CR-7364-01A-11R-2016-07	2100.0
TCGA-CZ-5462-01A-01R-1503-07	2100.0
TCGA-DQ-5631-01A-01R-1873-07	2100.0
TCGA-E2-A1AZ-01A-11R-A12P-07	2100.0
TCGA-05-5425-01A-02R-1628-07	2101.0
TCGA-A3-3343-01A-01R-0864-07	2102.0
TCGA-B8-4153-01B-11R-1672-07	2102.0
TCGA-CZ-5452-01A-01R-1503-07	2102.0
TCGA-25-1634-01A-01R-1566-13	2103.0
TCGA-AR-A1AH-01A-11R-A12D-07	2103.0
TCGA-B5-A11V-01A-11R-A10J-07	2103.0
TCGA-12-3650-01A-01R-1849-01	2104.0
TCGA-A8-A09A-01A-11R-A00Z-07	2104.0
TCGA-AB-2925-03A-01T-0735-13	2104.0
TCGA-B6-A0IB-01A-11R-A034-07	2104.0
TCGA-AN-A0XS-01A-22R-A109-07	2106.0
TCGA-BH-A0HK-01A-11R-A056-07	2107.0
TCGA-B6-A0I2-01A-11R-A034-07	2109.0
TCGA-D6-6517-01A-11R-1873-07	2109.0
TCGA-DK-A2I1-01A-11R-A180-07	2109.0
TCGA-49-4487-01A-21R-1858-07	2110.0
TCGA-78-7162-01A-21R-2066-07	2110.0
TCGA-AB-2879-03A-01T-0735-13	2111.0
TCGA-AJ-A23M-01A-11R-A157-07	2111.0
TCGA-EW-A1PG-01A-11R-A144-07	2111.0
TCGA-GC-A3RB-01A-12R-A220-07	2111.0
TCGA-14-0787-01A-01R-1849-01	2112.0
TCGA-91-6831-01A-11R-1858-07	2112.0
TCGA-AK-3440-01A-02R-1277-07	2112.0
TCGA-AR-A0TR-01A-11R-A084-07	2113.0
TCGA-B0-5710-01A-11R-1672-07	2113.0
TCGA-BH-A0DS-01A-11R-A056-07	2113.0
TCGA-BH-A1FM-01A-11R-A13Q-07	2114.0
TCGA-D8-A27E-01A-11R-A16F-07	2114.0
TCGA-A2-A0D1-01A-11R-A034-07	2115.0
TCGA-CJ-4640-01A-02R-1325-07	2115.0
TCGA-CV-7414-01A-11R-2081-07	2115.0
TCGA-AR-A0U4-01A-11R-A109-07	2116.0
TCGA-A7-A13E-01A-11R-A12P-07	2117.0
TCGA-CV-7437-01A-21R-2132-07	2118.0
TCGA-A1-A0SO-01A-22R-A084-07	2119.0
TCGA-AP-A0L9-01A-11R-A040-07	2119.0
TCGA-B4-5836-01A-11R-1672-07	2119.0
TCGA-CN-6017-01A-11R-1686-07	2120.0
TCGA-EW-A1OY-01A-11R-A144-07	2120.0
TCGA-BH-A0HF-01A-11R-A056-07	2121.0
TCGA-75-5125-01A-01R-1755-07	2122.0
TCGA-AK-3450-01A-02R-1277-07	2122.0
TCGA-CV-6003-01A-11R-1686-07	2122.0
TCGA-D8-A143-01A-11R-A115-07	2123.0
TCGA-AX-A2H5-01A-11R-A17B-07	2124.0
TCGA-BH-A0HO-01A-11R-A034-07	2124.0
TCGA-EW-A1P5-01A-11R-A144-07	2124.0
TCGA-B8-4154-01A-01R-1188-07	2125.0
TCGA-B0-5100-01A-01R-1420-07	2126.0
TCGA-E9-A1N6-01A-11R-A144-07	2127.0
TCGA-CV-6937-01A-11R-2016-07	2128.0
TCGA-D1-A17F-01A-11R-A12I-07	2128.0
TCGA-CV-7097-01A-11R-2016-07	2129.0
TCGA-E2-A155-01A-11R-A12D-07	2129.0
TCGA-BH-A0HW-01A-11R-A034-07	2131.0
TCGA-85-6798-01A-11R-1949-07	2132.0
TCGA-E2-A15J-01A-11R-A12P-07	2132.0
TCGA-05-4384-01A-01R-1755-07	2133.0
TCGA-A1-A0SH-01A-11R-A084-07	2133.0
TCGA-BH-A0AW-01A-11R-A056-07	2133.0
TCGA-BH-A0BP-01A-11R-A115-07	2133.0
TCGA-BH-A0BR-01A-21R-A115-07	2133.0
TCGA-49-4512-01A-21R-1858-07	2134.0
TCGA-AR-A0U0-01A-11R-A109-07	2134.0
TCGA-BH-A0H6-01A-21R-A056-07	2134.0
TCGA-HD-7229-01A-11R-2016-07	2134.0
TCGA-44-6145-01A-11R-1755-07	2135.0
TCGA-BH-A0AZ-01A-21R-A12P-07	2135.0
TCGA-DK-A3IM-01A-11R-A20F-07	2135.0
TCGA-AO-A12H-01A-11R-A115-07	2136.0
TCGA-AB-2991-03A-01T-0735-13	2137.0
TCGA-CR-7385-01A-11R-2016-07	2137.0
TCGA-14-0790-01B-01R-1849-01	2138.0
TCGA-91-6847-01A-11R-1949-07	2138.0
TCGA-BP-4343-01A-02R-1289-07	2138.0
TCGA-CZ-5468-01A-01R-1503-07	2138.0
TCGA-AB-2875-03A-01T-0735-13	2139.0
TCGA-B6-A0RP-01A-21R-A084-07	2139.0
TCGA-D1-A0ZV-01A-11R-A10J-07	2139.0
TCGA-D8-A1XF-01A-11R-A14D-07	2139.0
TCGA-E9-A1ND-01A-11R-A144-07	2139.0
TCGA-05-4417-01A-22R-1858-07	2141.0
TCGA-D1-A1NW-01A-11R-A14M-07	2143.0
TCGA-28-5213-01A-01R-1850-01	2144.0
TCGA-A2-A0EM-01A-11R-A034-07	2144.0
TCGA-BP-4801-01A-02R-1420-07	2144.0
TCGA-CZ-4859-01A-02R-1426-07	2144.0
TCGA-CN-6018-01A-11R-1686-07	2146.0
TCGA-D8-A140-01A-11R-A115-07	2146.0
TCGA-44-5644-01A-21R-2039-07	2147.0
TCGA-AX-A1C8-01A-11R-A137-07	2148.0
TCGA-B0-5694-01A-11R-1541-07	2148.0
TCGA-CZ-5453-01A-01R-1503-07	2148.0
TCGA-27-1837-01A-01R-1850-01	2149.0
TCGA-A8-A08O-01A-21R-A056-07	2149.0
TCGA-CF-A3MF-01A-12R-A21D-07	2149.0
TCGA-44-7659-01A-11R-2066-07	2151.0
TCGA-A2-A0YT-01A-11R-A109-07	2152.0
TCGA-AB-2919-03A-01T-0740-13	2152.0
TCGA-AO-A0JI-01A-21R-A056-07	2152.0
TCGA-BP-4784-01A-01R-1305-07	2152.0
TCGA-B0-5712-01A-11R-1672-07	2153.0
TCGA-BH-A0B0-01A-21R-A115-07	2153.0
TCGA-50-5935-01A-11R-1755-07	2154.0
TCGA-BH-A0BV-01A-11R-A00Z-07	2154.0
TCGA-67-4679-01B-01R-1755-07	2156.0
TCGA-75-6211-01A-11R-1755-07	2156.0
TCGA-BH-A0H9-01A-11R-A056-07	2156.0
TCGA-BH-A18J-01A-11R-A12D-07	2156.0
TCGA-FI-A2F9-01A-11R-A17B-07	2157.0
TCGA-BH-A0HY-01A-11R-A056-07	2159.0
TCGA-GD-A3OQ-01A-32R-A220-07	2159.0
TCGA-67-6216-01A-11R-1755-07	2160.0
TCGA-AN-A03Y-01A-21R-A00Z-07	2160.0
TCGA-BP-4334-01A-01R-1289-07	2160.0
TCGA-CV-7102-01A-11R-2016-07	2160.0
TCGA-BH-A18F-01A-11R-A12D-07	2162.0
TCGA-B0-5711-01A-11R-1672-07	2163.0
TCGA-BH-A1FG-01A-11R-A13Q-07	2163.0
TCGA-G2-A2EJ-01A-11R-A180-07	2164.0
TCGA-12-3653-01A-01R-1849-01	2167.0
TCGA-AP-A0LM-01A-11R-A118-07	2167.0
TCGA-AQ-A1H2-01A-11R-A13Q-07	2167.0
TCGA-A2-A0YF-01A-21R-A109-07	2168.0
TCGA-A8-A08H-01A-21R-A00Z-07	2168.0
TCGA-BH-A0BM-01A-11R-A056-07	2168.0
TCGA-49-6745-01A-11R-1858-07	2169.0
TCGA-A8-A07L-01A-11R-A00Z-07	2169.0
TCGA-B6-A0RQ-01A-11R-A115-07	2169.0
TCGA-BA-4077-01B-01R-1436-07	2169.0
TCGA-BA-5555-01A-01R-1514-07	2169.0
TCGA-50-6591-01A-11R-1755-07	2170.0
TCGA-BH-A18H-01A-11R-A12D-07	2170.0
TCGA-50-5049-01A-01R-1628-07	2171.0
TCGA-B2-3924-01A-02R-1325-07	2171.0
TCGA-91-6836-01A-21R-1858-07	2172.0
TCGA-BS-A0T9-01A-11R-A12I-07	2172.0
TCGA-32-1982-01A-01R-1850-01	2173.0
TCGA-CR-6473-01A-11R-1873-07	2173.0
TCGA-AB-2825-03A-01T-0736-13	2174.0
TCGA-B2-4099-01A-02R-1188-07	2174.0
TCGA-44-6146-01A-11R-1755-07	2175.0
TCGA-44-5643-01A-01R-1628-07	2176.0
TCGA-B0-4839-01A-01R-1305-07	2176.0
TCGA-B4-5834-01A-11R-1672-07	2176.0
TCGA-BP-4759-01A-01R-1289-07	2176.0
TCGA-BS-A0UL-01A-11R-A109-07	2176.0
TCGA-86-6562-01A-11R-1755-07	2178.0
TCGA-A2-A0D3-01A-11R-A115-07	2178.0
TCGA-BP-4174-01A-02R-1289-07	2179.0
TCGA-B6-A0IC-01A-11R-A034-07	2180.0
TCGA-EW-A2FW-01A-11R-A17B-07	2180.0
TCGA-AR-A0TV-01A-21R-A084-07	2181.0
TCGA-E2-A15G-01A-11R-A12D-07	2181.0
TCGA-CV-7427-01A-11R-2081-07	2183.0
TCGA-AQ-A04H-01B-11R-A10J-07	2184.0
TCGA-CU-A0YN-01A-21R-A10U-07	2184.0
TCGA-CN-4730-01A-01R-1436-07	2185.0
TCGA-CN-4742-01A-02R-1514-07	2185.0
TCGA-CQ-6219-01A-11R-1915-07	2185.0
TCGA-BT-A20J-01A-11R-A14Y-07	2186.0
TCGA-G2-A2ES-01A-11R-A180-07	2186.0
TCGA-A7-A13F-01A-11R-A12P-07	2188.0
TCGA-DK-A1AA-01A-11R-A13Y-07	2188.0
TCGA-AB-2910-03A-01T-0740-13	2189.0
TCGA-AX-A1C7-01A-11R-A137-07	2189.0
TCGA-B8-5164-01A-01R-1420-07	2189.0
TCGA-DK-A3IT-01A-31R-A20F-07	2189.0
TCGA-BK-A26L-01A-11R-A16F-07	2190.0
TCGA-BH-A0E1-01A-11R-A056-07	2191.0
TCGA-BH-A18N-01A-11R-A12D-07	2191.0
TCGA-BP-5181-01A-01R-1426-07	2191.0
TCGA-AB-2861-03A-01T-0736-13	2192.0
TCGA-AB-2939-03A-01T-0740-13	2192.0
TCGA-B0-4823-01A-02R-1420-07	2192.0
TCGA-BP-4760-01A-02R-1420-07	2192.0
TCGA-E2-A1II-01A-11R-A144-07	2192.0
TCGA-44-7667-01A-31R-2066-07	2193.0
TCGA-BH-A0HB-01A-11R-A056-07	2193.0
TCGA-24-1419-01A-01R-1565-13	2194.0
TCGA-AN-A0FD-01A-11R-A034-07	2195.0
TCGA-B0-5713-01A-11R-1672-07	2195.0
TCGA-64-5778-01A-01R-1628-07	2196.0
TCGA-AP-A1DH-01A-31R-A137-07	2196.0
TCGA-B6-A0RG-01A-11R-A056-07	2196.0
TCGA-05-4410-01A-21R-1858-07	2197.0
TCGA-CV-7438-01A-21R-2132-07	2198.0
TCGA-EY-A1GM-01A-12R-A14D-07	2198.0
TCGA-78-7145-01A-11R-2039-07	2200.0
TCGA-A2-A0ET-01A-31R-A034-07	2201.0
TCGA-38-4631-01A-01R-1755-07	2203.0
TCGA-55-6543-01A-11R-1755-07	2203.0
TCGA-AB-2921-03A-01T-0740-13	2203.0
TCGA-CV-5979-01A-11R-1686-07	2204.0
TCGA-E2-A1LB-01A-11R-A144-07	2204.0
TCGA-78-7633-01A-11R-2066-07	2205.0
TCGA-BH-A0DV-01A-21R-A12P-07	2205.0
TCGA-BP-5170-01A-01R-1426-07	2205.0
TCGA-BG-A0M2-01A-11R-A104-07	2206.0
TCGA-CV-5439-01A-01R-1686-07	2206.0
TCGA-A2-A0YJ-01A-11R-A109-07	2207.0
TCGA-A2-A0CP-01A-11R-A034-07	2209.0
TCGA-A2-A04R-01A-41R-A109-07	2210.0
TCGA-50-5941-01A-11R-1755-07	2211.0
TCGA-B5-A11Q-01A-11R-A118-07	2211.0
TCGA-CZ-5467-01A-01R-1503-07	2211.0
TCGA-CV-7099-01A-41R-2016-07	2212.0
TCGA-E2-A106-01A-11R-A10J-07	2212.0
TCGA-AB-2810-03A-01T-0736-13	2213.0
TCGA-EO-A1Y5-01A-11R-A157-07	2214.0
TCGA-AB-2915-03A-01T-0740-13	2215.0
TCGA-B0-4848-01A-01R-1277-07	2215.0
TCGA-CV-7252-01A-11R-2016-07	2215.0
TCGA-GM-A2DL-01A-11R-A18M-07	2215.0
TCGA-A8-A06R-01A-11R-A00Z-07	2216.0
TCGA-GM-A2DA-01A-11R-A18M-07	2216.0
TCGA-CV-7440-01A-11R-2132-07	2219.0
TCGA-A2-A0EX-01A-21R-A034-07	2220.0
TCGA-C8-A12P-01A-11R-A115-07	2220.0
TCGA-C8-A1HM-01A-12R-A137-07	2221.0
TCGA-D8-A1Y3-01A-11R-A157-07	2223.0
TCGA-AO-A0J7-01A-11R-A034-07	2224.0
TCGA-D8-A1X7-01A-11R-A14M-07	2224.0
TCGA-50-5942-01A-21R-1755-07	2225.0
TCGA-A7-A0CJ-01A-21R-A00Z-07	2225.0
TCGA-CN-6020-01A-11R-1686-07	2225.0
TCGA-55-7281-01A-11R-2039-07	2226.0
TCGA-AB-3000-03A-01T-0736-13	2226.0
TCGA-AB-3006-03A-01T-0736-13	2226.0
TCGA-BA-6873-01A-11R-1873-07	2226.0
TCGA-CR-7393-01A-11R-2016-07	2226.0
TCGA-E9-A1R6-01A-11R-A14D-07	2226.0
TCGA-AN-A0AS-01A-11R-A00Z-07	2227.0
TCGA-A8-A08T-01A-21R-A00Z-07	2228.0
TCGA-AN-A0FJ-01A-11R-A00Z-07	2228.0
TCGA-EW-A1P6-01A-11R-A144-07	2229.0
TCGA-CR-7373-01A-11R-2016-07	2231.0
TCGA-CV-7089-01A-11R-2016-07	2231.0
TCGA-DK-A1A5-01A-11R-A13Y-07	2231.0
TCGA-38-6178-01A-11R-1755-07	2232.0
TCGA-B5-A0K0-01A-11R-A16W-07	2232.0
TCGA-D1-A16D-01A-11R-A12I-07	2232.0
TCGA-B6-A0I5-01A-11R-A034-07	2233.0
TCGA-BH-A0B8-01A-21R-A056-07	2233.0
TCGA-B5-A0K8-01A-11R-A14M-07	2234.0
TCGA-D8-A1JE-01A-11R-A13Q-07	2234.0
TCGA-AX-A2HF-01A-11R-A17B-07	2235.0
TCGA-B0-5117-01A-01R-1420-07	2235.0
TCGA-BG-A18C-01A-11R-A12I-07	2235.0
TCGA-64-1677-01A-01R-0946-07	2236.0
TCGA-AB-2832-03A-01T-0736-13	2236.0
TCGA-AB-2856-03A-01T-0736-13	2236.0
TCGA-50-6595-01A-12R-1858-07	2237.0
TCGA-CR-6491-01A-11R-1873-07	2237.0
TCGA-D1-A101-01A-12R-A10J-07	2237.0
TCGA-55-5899-01A-11R-1628-07	2239.0
TCGA-E2-A152-01A-11R-A12D-07	2239.0
TCGA-55-7283-01A-11R-2039-07	2240.0
TCGA-AB-3011-03A-01T-0736-13	2241.0
TCGA-CQ-7068-01A-11R-2081-07	2241.0
TCGA-FI-A2D2-01A-11R-A17B-07	2241.0
TCGA-06-0878-01A-01R-1849-01	2242.0
TCGA-55-6712-01A-11R-1858-07	2242.0
TCGA-BH-A0BQ-01A-21R-A115-07	2242.0
TCGA-BH-A18L-01A-32R-A12D-07	2242.0
TCGA-D1-A16B-01A-11R-A12I-07	2242.0
TCGA-55-6980-01A-11R-1949-07	2243.0
TCGA-D1-A1O0-01A-11R-A17B-07	2243.0
TCGA-B6-A0WT-01A-11R-A109-07	2245.0
TCGA-B6-A0RN-01A-12R-A084-07	2246.0
TCGA-CQ-6218-01A-11R-1915-07	2246.0
TCGA-50-5066-01A-01R-1628-07	2248.0
TCGA-A8-A084-01A-21R-A00Z-07	2248.0
TCGA-75-7031-01A-11R-1949-07	2249.0
TCGA-D8-A1JH-01A-11R-A13Q-07	2249.0
TCGA-DK-A1AG-01A-11R-A13Y-07	2249.0
TCGA-C8-A1HK-01A-21R-A13Q-07	2250.0
TCGA-05-5423-01A-01R-1628-07	2252.0
TCGA-67-3770-01A-01R-0946-07	2252.0
TCGA-AB-2930-03A-01T-0740-13	2252.0
TCGA-B6-A0RO-01A-22R-A084-07	2252.0
TCGA-CN-6995-01A-31R-2016-07	2253.0
TCGA-DK-A3IL-01A-11R-A20F-07	2253.0
TCGA-CJ-4874-01A-01R-1305-07	2255.0
TCGA-CV-7423-01A-11R-2081-07	2255.0
TCGA-CV-7235-01A-11R-2016-07	2256.0
TCGA-E2-A150-01A-11R-A12D-07	2256.0
TCGA-05-4433-01A-22R-1858-07	2257.0
TCGA-75-6207-01A-11R-1755-07	2257.0
TCGA-78-7535-01A-11R-2066-07	2257.0
TCGA-A3-3326-01A-01R-0864-07	2257.0
TCGA-AP-A059-01A-21R-A118-07	2257.0
TCGA-BH-A1FR-01A-11R-A13Q-07	2257.0
TCGA-D8-A1JT-01A-31R-A13Q-07	2257.0
TCGA-A3-3306-01A-01R-0864-07	2258.0
TCGA-CN-5373-01A-01R-1436-07	2258.0
TCGA-A5-A0GV-01A-31R-A16W-07	2259.0
TCGA-DK-A3IS-01A-21R-A21D-07	2259.0
TCGA-05-4415-01A-22R-1858-07	2260.0
TCGA-AX-A1CK-01A-11R-A137-07	2260.0
TCGA-BS-A0UV-01A-11R-A16W-07	2260.0
TCGA-A2-A0CT-01A-31R-A056-07	2262.0
TCGA-CJ-6032-01A-11R-1672-07	2262.0
TCGA-69-7764-01A-11R-2170-07	2263.0
TCGA-B0-4707-01A-01R-1277-07	2263.0
TCGA-BP-4159-01A-02R-1289-07	2263.0
TCGA-AN-A0FT-01A-11R-A034-07	2265.0
TCGA-BP-4807-01A-01R-1305-07	2266.0
TCGA-C8-A131-01A-11R-A115-07	2266.0
TCGA-CN-5361-01A-01R-1436-07	2266.0
TCGA-AR-A0TU-01A-31R-A109-07	2268.0
TCGA-CN-4734-01A-01R-1436-07	2268.0
TCGA-55-6982-01A-11R-1949-07	2269.0
TCGA-B6-A1KF-01A-11R-A13Q-07	2271.0
TCGA-BH-A0HI-01A-11R-A084-07	2272.0
TCGA-C8-A12W-01A-11R-A115-07	2272.0
TCGA-CQ-5323-01A-01R-1686-07	2272.0
TCGA-D1-A0ZU-01A-11R-A10J-07	2272.0
TCGA-EO-A1Y8-01A-11R-A157-07	2272.0
TCGA-IQ-7631-01A-11R-2081-07	2272.0
TCGA-50-5944-01A-11R-1755-07	2274.0
TCGA-AB-2931-03A-01T-0740-13	2275.0
TCGA-BT-A20V-01A-11R-A14Y-07	2276.0
TCGA-G2-A3IE-01A-11R-A20F-07	2276.0
TCGA-AP-A1E4-01A-12R-A137-07	2277.0
TCGA-73-4676-01A-01R-1755-07	2279.0
TCGA-AB-2918-03A-01T-0740-13	2279.0
TCGA-AP-A1DM-01A-21R-A137-07	2279.0
TCGA-AB-2866-03A-01T-0736-13	2280.0
TCGA-D1-A16Q-01A-12R-A12I-07	2280.0
TCGA-D8-A1JN-01A-11R-A13Q-07	2280.0
TCGA-E2-A1B4-01A-11R-A12P-07	2280.0
TCGA-DK-A2I2-01A-11R-A180-07	2281.0
TCGA-GM-A2DO-01A-11R-A18M-07	2281.0
TCGA-A5-A1OK-01A-11R-A14M-07	2282.0
TCGA-B0-5119-01A-02R-1420-07	2282.0
TCGA-CU-A0YO-01A-11R-A10U-07	2282.0
TCGA-D1-A0ZP-01A-21R-A10J-07	2282.0
TCGA-EW-A1P0-01A-11R-A144-07	2283.0
TCGA-AP-A1DV-01A-21R-A137-07	2284.0
